"",""
"","0253"
"","0254"
"",""
"","CPP 005"
"",""
"",""
"",""
"",""
"","298"
"","299"
"","0319"
"",""
"",""
"",""
"","0390"
"",""
"",""
"","400"
"","427"
"","427"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"","0317"
"LR_HP5M_16iP","4943"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"","0234"
"","287"
"","0276"
"","0277"
"","0325"
"",""
"",""
"","0479"
"",""
"",""
"","342"
"","484"
"PE_HP5M_10iP","0344"
"",""
"",""
"","459"
"",""
"","0512"
"","0512"
"",""
"",""
"","565"
"",""
"",""
"",""
"DO_HP5SiMX_MCiP","0567"
"",""
"",""
"",""
"","573"
"","373"
"","0598"
"",""
"",""
"","604"
"",""
"",""
"PO_HP4000N_14iP","0615"
"","616"
"","617"
"","619"
"","621"
"","622"
"","624"
"","631"
"","632"
"","633"
"","634"
"","635f"
"","637"
"","639"
"","641"
"",""
"",""
"","3270"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"","719"
"","720"
"","0721"
"","0722"
"","604"
"","842"
"","844"
"","845"
"","848"
"","0725"
"","0727"
"","0728"
"","0730"
"","0733"
"","0736"
"","0737"
"","0738"
"","0740"
"","0741"
"","0743"
"","696"
"","538"
"","0539"
"","0744"
"","0745"
"","0746"
"","0747"
"","0748"
"","0751"
"","0756"
"","0757"
"","0759"
"","0761"
"","0762"
"","0763"
"","0764"
"","0767"
"","0768"
"","0770"
"PE_HP4000TN_124IP","0854"
"SH_HP4000TN_MNiP","3382"
"","710"
"","702"
"",""
"","857"
"","856"
"",""
"",""
"",""
"",""
"KU_HP4000TN_MOiP","0698"
"KU_HP4000TN_106IP","0874"
"","877"
"",""
"","889"
"MI_HP4000TN_25IP","0409"
"",""
"",""
"","894"
"",""
"",""
"PO_HP4000TN_12iP","0895"
"","893"
"","0404"
"","0857"
"","0823"
"","549"
"","907"
"",""
"",""
"","680"
"",""
"",""
"",""
"","876"
"",""
"",""
"",""
"CO_HP4000TN_11iP","0440"
"UPS","498"
"",""
"",""
"","944"
"","945"
"","949"
"","951"
"","953"
"","955"
"","957"
"","958"
"","960"
"","962"
"","963"
"","966"
"","967"
"","968"
"","969"
"","970"
"","971"
"","974"
"","0975"
"","478"
"","978"
"",""
"",""
"","447"
"","448"
"",""
"",""
"",""
"m","982"
"","981"
"",""
"","984"
"","607"
"","854"
"",""
"",""
"",""
"","999"
"",""
"",""
"",""
"","566"
"","1051"
"",""
"",""
"","898"
"","2061"
"","0889"
"","0889"
"","658"
"",""
"",""
"","1055"
"","1056"
"","1057"
"",""
"",""
"",""
"",""
"RO_HP4000TN_MCiP","371"
"","473"
"","475"
"","3267"
"","1052"
"","1051"
"","0908"
"","1027"
"","1027"
"",""
"",""
"",""
"",""
"","1033"
"",""
"","1033"
"",""
"",""
"",""
"",""
"","1021"
"","1021"
"","PRJ 004"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"","1016"
"",""
"",""
"",""
"",""
"","1089"
"","1097"
"",""
"","1101"
"","1100"
"","1102"
"","1108"
"",""
"",""
"",""
"",""
"",""
"","1128"
"","1128"
"PO_HP8100N_OFiP","3863"
"",""
"","1130"
"","1085"
"","1109"
"","1104"
"","1104"
"","1112"
"","1112"
"","1122"
"","1122"
"","1123"
"","1123"
"","3263"
"","410"
"","411"
"","0986"
"",""
"","1132"
"",""
"",""
"","1135"
"","1135"
"",""
"","1117"
"","1116"
"","1115"
"",""
"",""
"",""
"",""
"",""
"",""
"","1151"
"",""
"",""
"",""
"",""
"",""
"","1174"
"",""
"",""
"","3779"
"",""
"","1183"
"kfsd_mahs",""
"",""
"",""
"","1140"
"","1140"
"","1199"
"","1200"
"",""
"",""
"","1045"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"KU210824004","3478"
"",""
"",""
"","1276"
"PO_HP2100TN_06iP","0896"
"KU_HP20100TN_206iP","0678"
"KU_HP2100tn_MOiP","0701"
"","1837"
"","1836"
"","1077"
"","1249"
"",""
"","857"
"","1307"
"","1312"
"","1202"
"","0920"
"","1316"
"","981"
"","1317"
"","0975"
"",""
"",""
"","1327"
"","1327"
"","1326"
"","1326"
"","1329"
"","1329"
"kfsd_mahs2",""
"","1330"
"",""
"",""
"","373"
"","1073"
"DO_HP4050_SEiP","0876"
"","603"
"MI_HP2100TN_ARiP","1088"
"DOMC76501","1380"
"DOSE76501","1385"
"",""
"","1072"
"","1015"
"","1202"
"CO_HP2100TN_17iP","1386"
"CO_HP2100TN_09iP","1333"
"CO_HP2100TN_15iP","1335"
"CO_HP2100TN_105iP","1384"
"","1202"
"","1006"
"RO_HP4050N_SPiP","1253"
"",""
"MI-AR-APC700-1",""
"",""
"","1438"
"","1186"
"",""
"",""
"PE_2100TN_08iP","1139"
"","1461"
"KU_HP2100TN_108iP","1330"
"","1337"
"",""
"FA_HP2100TN_MCiP","1143"
"PO_HP4050N_12iP","1471"
"MI_HP2100TN_MCiP","1472"
"","1476"
"KU_HP2100tn_211iP","1477"
"","1478"
"","1479"
"",""
"",""
"","1075"
"","604"
"","1313"
"","1281"
"","1484-1"
"",""
"",""
"",""
"",""
"",""
"","1504"
"",""
"",""
"",""
"",""
"",""
"",""
"","1506"
"","1507"
"","1426"
"",""
"","1425"
"","1060"
"","1058"
"","1056"
"","1057"
"","1059"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"KU_HP8150DN_314iP","1517"
"",""
"","1192"
"DO-MC-APC3000-1","1564"
"PE_SERVER","1564"
"",""
"","1406"
"","1577"
"","706"
"MI_HP2100TN_09iP","1324"
"CO_HP1200_10iP","2165"
"",""
"",""
"",""
"","1517"
"",""
"","1577"
"",""
"","1515"
"","1277"
"","981"
"","1185"
"",""
"",""
"","1633"
"",""
"",""
"","1516"
"","696"
"KYDC_HP4100n_178iP","1643"
"","1646"
"","1645"
"",""
"",""
"",""
"","1647"
"",""
"","1646"
"","1656"
"KU_HP4050N_203iP","1658"
"","1202"
"MI_HP2200dn_14iP","1663"
"","1661"
"",""
"",""
"",""
"",""
"FA_HP1200_11iP","1990"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"DOMC79332","1775"
"","1783"
"","1785"
"",""
"",""
"",""
"",""
"",""
"","1590"
"","1804"
"","1796"
"","1205"
"","1385"
"","1730"
"","1766"
"","1808"
"",""
"","1796"
"",""
"",""
"","1758"
"",""
"","229"
"","1817"
"","0920"
"",""
"","1821"
"","1823"
"","1824"
"KU_HP4000TN_MCIP",""
"","2062"
"",""
"","703"
"","1836"
"","1837"
"CO_HP1200_1_MCiP","1142"
"","1831"
"","1831"
"co_hp1200_104","1180"
"","1515"
"CO_HP1200_103iP","1842"
"","1843"
"","1841"
"","1842"
"","1843"
"",""
"","1850"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"KU_HP2200DN_105iP","1862"
"","1863"
"",""
"DOSH79331","1870"
"",""
"","1874"
"","1874"
"FA_HP1200_15iP","1873"
"","1873"
"",""
"DOMC810001","1883"
"","1884"
"","1885"
"","1886"
"","1887"
"","1888"
"","1889"
"","1889"
"","2158"
"FA_HP1200_3iP","1891"
"","1892"
"","1892"
"","1894"
"","287"
"","1898"
"",""
"","1313"
"KU_HP4550N_OFiP","1899"
"","1900"
"",""
"KU_HP5M_BRiP","1901"
"DOLOANER7","1905"
"DOLOANER5","1906"
"DOMCLOANER10","1907"
"MZCO815001","1915"
"RO14815001","1916"
"KUCO815003","1918"
"",""
"PO20815002","1922"
"","1923"
"",""
"","1186"
"",""
"",""
"ECI-APC1000-1","1931"
"",""
"PO20815004","1933"
"MZMC815001","1932"
"PO20815003","1936"
"CO02824001","1937"
"MZMC815005","1938"
"PO20815001","1939"
"",""
"","1946"
"","1947"
"","1948"
"","1949"
"","1950"
"","1951"
"","1952"
"","1953"
"",""
"",""
"",""
"",""
"KU210815001","1954"
"",""
"","1955"
"","1956"
"","1957"
"","1958"
"","1960"
"","689"
"",""
"",""
"","1965"
"","1964"
"","1963"
"","1963"
"","1964"
"","PHD 001"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"","PHD 002"
"ROCO817001","1968"
"",""
"","1969"
"PO-MC-S6624M-6",""
"MZ-EL-S6624M-2",""
"MZ-EL-S6624M-3",""
"MZ-EL-S6624M-4",""
"",""
"",""
"",""
"",""
"DO_HP4100TN_SEiP","1973"
"",""
"KU_HP2200dtn_301iP","1976"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"MZ29712001","1977"
"","1994"
"","1997"
"","1998"
"","2000"
"","2002"
"MZ-MC-S6624M-1",""
"MZ-MC-S6624M-3",""
"MZ-MC-S6624M-2",""
"","2005"
"MZ-FS-S6624M-1",""
"MZ-SC-S6624M-4",""
"PO-33-S6624M-2",""
"MI-MC-S8606T-1",""
"","2009"
"","2011"
"","1662"
"","2020"
"","2021"
"KU113818003","2024"
"KU302818001","2025"
"CO14818001","2026"
"",""
"",""
"KU210818002","2028"
"PO21712001","2037"
"",""
"",""
"",""
"KU223818004","2036"
"",""
"DOSE817001","2039"
"KU105818003","2035"
"KU223818001","2033"
"MZ54818001","2032"
"PO123818001","2031"
"KU_HP8150N_220iP","2040"
"","PHD 003"
"","2043"
"",""
"","2046"
"","2051"
"","2051"
"MZTH818001","2048"
"","2053"
"",""
"",""
"",""
"",""
"",""
"",""
"","2059"
"","2059"
"CO_HP1200_102iP","2056"
"","2056"
"CO_HP1200_14iP","2057"
"","2057"
"CO_HP1200_201iP","2063"
"CO_HP1200_07iP","2062"
"","2072"
"PE_HP1200_109iP","2071"
"MZCO818001","2065"
"",""
"",""
"",""
"",""
"","2071"
"","2072"
"DO-MC-C350-1",""
"","2075"
"MIOF818001","2067"
"",""
"",""
"",""
"MI12818001","2061"
"","2077"
"","2078"
"","2079"
"","2080"
"MI_HP4100TN_OFiP","2081"
"",""
"",""
"",""
"","1657"
"",""
"",""
"",""
"","2088"
"","2088"
"","2094"
"","2086"
"","2086"
"","2095"
"","2095"
"",""
"PO_HP2200DN_01iP","2127"
"POIE818001","2068"
"","2131"
"MI20818002","2129"
"","2130"
"","2132"
"","2085"
"",""
"",""
"MZAT818001","2069"
"MZOF818001","2082"
"",""
"DOLOANER3","2128"
"MI_HP1200_05iP","2136"
"PO_HP2200dn_17iP","2137"
"PO_HP1200_03iP","2138"
"PE_HP1300_MCiP","2585"
"","2140"
"",""
"KU221818001","2143"
"FA_HP1200_01iP","2145"
"FA_HP1200_8iP","2146"
"","2146"
"DO_HP1200_MCiP","2147"
"","2147"
"","2148"
"FA_HP1200_14iP","2149"
"","2150"
"MI_HP1200_13iP","2151"
"MI_HP1200_22iP","2152"
"MI_HP1200_15iP","2153"
"","2154"
"MI_HP1200_29iP","2155"
"","2156"
"","2157"
"","2158"
"","2161"
"PE_HP1200_COiP","2163"
"PE_HP1200_22iP","2164"
"","2165"
"","2148"
"","2150"
"","2151"
"","2152"
"","03894"
"","2154"
"","2155"
"","2156"
"",""
"",""
"",""
"",""
"",""
"",""
"PO-AHU-7-APC1500-1","2172"
"MZMC818001","2173"
"",""
"","2133"
"","2165"
"CO_HP1200_04iP","2166"
"COMC818001","2175"
"KU223818008","2177"
"DOWH825301","2176"
"KU211818001","2178"
"KU223818006","2180"
"KU223818005","2181"
"RISR818001","2182"
"",""
"","2157"
"","02161"
"MI_HP1200_11iP","2160"
"","2184"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"","2189"
"",""
"",""
"",""
"","2268"
"",""
"","2272"
"PO_HP8100n_43iP","2285"
"KU_HP8100DN_COiP","2286"
"PO_SERVER","2325"
"KU_SERVER","2326"
"",""
"",""
